ionMz,Top annotation name,mansuy8_059,mansuy8_059,mansuy8_036,mansuy8_036,mansuy8_054,mansuy8_054,mansuy8_030,mansuy8_030,mansuy8_074,mansuy8_074,mansuy8_011,mansuy8_011,mansuy8_049,mansuy8_049,mansuy8_005,mansuy8_005,mansuy8_044,mansuy8_044,mansuy8_032,mansuy8_032,mansuy8_050,mansuy8_050,mansuy8_020,mansuy8_020,mansuy8_024,mansuy8_024,mansuy8_019,mansuy8_019,mansuy8_060,mansuy8_060,mansuy8_017,mansuy8_017,mansuy8_070,mansuy8_070,mansuy8_033,mansuy8_033,mansuy8_068,mansuy8_068,mansuy8_055,mansuy8_055,mansuy8_031,mansuy8_031,mansuy8_034,mansuy8_034,mansuy8_018,mansuy8_018,mansuy8_066,mansuy8_066,mansuy8_080,mansuy8_080,mansuy8_041,mansuy8_041,mansuy8_027,mansuy8_027,mansuy8_056,mansuy8_056,mansuy8_071,mansuy8_071,mansuy8_043,mansuy8_043,mansuy8_012,mansuy8_012,mansuy8_029,mansuy8_029,mansuy8_035,mansuy8_035,mansuy8_015,mansuy8_015,mansuy8_078,mansuy8_078,mansuy8_004,mansuy8_004,mansuy8_079,mansuy8_079,mansuy8_064,mansuy8_064,mansuy8_077,mansuy8_077,mansuy8_040,mansuy8_040,mansuy8_039,mansuy8_039,mansuy8_028,mansuy8_028,mansuy8_065,mansuy8_065,mansuy8_023,mansuy8_023,mansuy8_053,mansuy8_053,mansuy8_022,mansuy8_022,mansuy8_026,mansuy8_026,mansuy8_072,mansuy8_072,mansuy8_063,mansuy8_063,mansuy8_061,mansuy8_061,mansuy8_069,mansuy8_069,mansuy8_062,mansuy8_062,mansuy8_067,mansuy8_067,mansuy8_076,mansuy8_076,mansuy8_073,mansuy8_073,mansuy8_045,mansuy8_045,mansuy8_014,mansuy8_014,mansuy8_057,mansuy8_057,mansuy8_025,mansuy8_025,mansuy8_010,mansuy8_010,mansuy8_021,mansuy8_021,mansuy8_042,mansuy8_042,mansuy8_037,mansuy8_037,mansuy8_016,mansuy8_016,mansuy8_075,mansuy8_075,mansuy8_051,mansuy8_051,mansuy8_038,mansuy8_038,mansuy8_052,mansuy8_052,mansuy8_006,mansuy8_006,mansuy8_112,mansuy8_112,mansuy8_102,mansuy8_102,mansuy8_108,mansuy8_108,mansuy8_100,mansuy8_095,mansuy8_095,mansuy8_101,mansuy8_101,mansuy8_103,mansuy8_103,mansuy8_098,mansuy8_098,mansuy8_113,mansuy8_113,mansuy8_116,mansuy8_116,mansuy8_096,mansuy8_096,mansuy8_105,mansuy8_105,mansuy8_089,mansuy8_089,mansuy8_086,mansuy8_086,mansuy8_114,mansuy8_114,mansuy8_107,mansuy8_107,mansuy8_104,mansuy8_104,mansuy8_111,mansuy8_111,mansuy8_097,mansuy8_097,mansuy8_081,mansuy8_081,mansuy8_082,mansuy8_082,mansuy8_088,mansuy8_088,mansuy8_092,mansuy8_092,mansuy8_094,mansuy8_094,mansuy8_115,mansuy8_115,mansuy8_093,mansuy8_093,mansuy8_085,mansuy8_085,mansuy8_084,mansuy8_084,mansuy8_087,mansuy8_087,mansuy8_083,mansuy8_083,mansuy8_099,mansuy8_099,mansuy8_091,mansuy8_091,mansuy8_109,mansuy8_109,mansuy8_106,mansuy8_106,mansuy8_090,mansuy8_090,mansuy8_110,mansuy8_110
67.0299,Imidazole,39454,38572,36937,37706,38850,40103,39096,39389,35998,37370,40922,38571,38848,41929,37115,38704,40523,42227,43400,39291,41091,39597,38039,40572,38343,38960,43728,40340,42263,41667,44028,39699,41579,38945,40946,39814,42264,39383,39885,39819,40729,41295,38485,41658,38620,38098,38469,41736,43180,40338,45105,39512,42024,41342,41074,40700,42515,43758,42674,41767,40813,40342,41393,35954,41759,43193,40052,41131,42762,41495,45224,44406,41057,40147,40236,41016,40485,41805,41326,43244,41370,40093,40983,38811,40810,39634,37983,37993,38648,45634,40874,38303,40586,39162,42714,40088,40790,37097,38787,39856,42472,42022,39138,39626,44019,40094,41028,44134,42407,40065,38782,38771,41735,39576,40209,44288,44139,44065,39916,43362,43983,43547,39855,44869,41482,44615,43817,43211,39730,41789,41559,41986,45148,43296,41334,43467,41300,39688,39375,42327,41753,41063,45148,41628,47560,39561,41360,38602,42023,40627,43194,47147,41277,41645,43554,43442,43438,43483,41907,42290,43692,42577,46613,40283,42336,41144,46569,42621,44293,44293,45362,45693,41747,43441,45055,45971,45740,43483,44945,47385,44228,43469,46711,45059,44289,48311,43164,47181,41346,46080,43813,44995,47033,44495,43763,45283,43258,47668,47095,48341,44527,46462,43089,48150,45312,47267,48030,46481,44629
68.0505,1-Pyrroline,13343,13367,13749,13640,14916,14319,16471,16487,14311,13775,14304,15612,12495,16334,14197,12559,15034,12840,15912,16799,13954,15261,13905,14859,14142,15608,12876,13987,14514,14817,12771,15076,13607,15240,11184,13374,14430,12925,14967,12612,12357,12855,14593,15646,17215,15341,16026,12711,12108,13648,13229,12665,12765,16958,11417,13523,14117,12886,12435,13833,14288,15400,13472,14803,13715,12470,13872,12781,12876,13000,14250,13128,15193,15572,12908,13338,13539,15200,13006,12826,13215,12859,12382,13038,13967,15789,16448,15508,14029,15302,13412,15469,15135,15354,12366,13677,12349,12264,13919,14724,16340,11384,14023,12586,13611,14167,13038,12988,12714,13095,12626,15854,13127,14122,12542,11868,17132,13832,13057,12501,14179,12930,14701,13448,12981,11918,12855,13112,13216,10793,12572,13740,14243,14657,15282,14054,12545,12582,12219,11192,12442,11727,12380,12971,13051,11625,14700,11614,11226,12857,12541,12006,11891,12176,11797,12380,13400,11948,12822,13473,12947,13495,13622,13230,12917,12461,14191,11859,13067,12773,12328,12113,12992,12289,11779,11657,12687,13743,12987,13208,14008,11659,14172,14093,10922,12092,11997,12434,13185,11833,12941,12027,13231,14332,14673,12238,12461,13103,13538,14049,11983,15319,13300,13784,12532,13376,12059,11509,12167
69.0344,Butynol,20069,17918,18121,20841,19709,16909,22342,18234,20940,19317,17884,19305,20078,19085,18210,21442,18126,19053,18583,17345,17946,20587,19077,22075,21013,19402,20044,16695,18416,17687,17115,18916,19251,18912,19047,19952,17570,19256,18322,19240,19185,18188,19716,18787,20371,17863,21564,17855,17082,21233,17220,19203,19996,17798,16863,19395,20062,17630,19104,18691,18929,17994,18445,19082,18267,18968,18005,19387,20293,19968,18254,19341,18809,18328,19673,20177,19604,20236,18149,18713,17845,19981,19550,18167,18040,18616,17819,18407,17474,17114,19902,20504,19518,20933,17385,20637,20318,19457,20346,21835,17495,20098,18934,18532,19123,16652,21424,18956,17432,20492,19618,16017,17514,18498,19575,17670,19919,18872,15867,18736,18445,19062,15960,18403,17482,18865,21247,17233,19401,18308,18606,17977,21228,19794,17155,18397,18991,15247,19288,18108,20202,16179,18300,18913,20073,19485,18595,17525,17975,16856,18487,18125,16076,16958,19126,20764,17950,16082,16775,17390,16656,18060,18442,19651,16651,19239,19677,14301,16565,15654,17500,18667,19340,17752,16188,15994,18753,15632,15265,15065,19819,18768,20346,17631,19034,16851,17816,17844,18622,16571,17256,15858,17846,16424,18438,20071,17146,16775,20098,21319,16692,19463,19764,19266,19198,19508,16839,17946,18769
70.03,Acrylamide,11107,13414,12585,11849,14312,13130,12366,13746,14854,15456,12394,12553,12642,12893,11940,12927,11271,13699,12680,11828,13700,13312,11553,12439,13435,12537,11399,12793,12399,13949,12221,11079,12377,11434,12125,13759,14678,11613,10754,13189,12059,10256,11924,12326,11703,12329,10616,13295,13310,11254,12542,11650,12087,12711,11480,11349,12428,12362,12126,12196,13839,11502,12502,10774,12528,12430,10805,14389,11302,11859,11387,11457,11965,10025,14607,11791,11646,12976,10907,12135,10538,11431,11470,13390,13708,13733,11978,11645,12823,11018,14004,11670,12427,13259,14028,12227,12076,12629,10568,11449,13354,12802,12418,12257,12322,13658,12378,13050,10281,11791,10874,12518,12184,12180,13098,9431,11059,12917,12098,11792,12702,13351,12040,11618,12392,12571,10814,13023,12321,10895,12507,13130,12517,11426,12357,10914,11131,11819,11483,10653,11753,11472,12245,12240,11903,11796,15736,12194,10845,13537,12230,11196,13964,11843,12235,12193,10003,12876,14297,11126,11410,12944,11701,12035,10764,13086,12119,13147,12528,13462,13650,12309,12353,12596,12650,11155,12374,12819,12523,12102,12148,13138,11039,11096,11446,12623,11215,11985,10756,11467,12248,11430,11667,12921,12589,13465,12785,13622,12511,12917,13143,11937,10960,11292,12200,13134,10317,11491,12676
71.0136,Propenoic acid C3:1,718145,699950,697697,702350,664022,646586,662585,709855,654647,647657,650603,656801,651102,657062,660392,648243,651565,647536,648957,645817,625597,637650,641815,631117,643029,646892,646636,673719,627254,637380,628821,630110,623889,621094,631475,642423,595236,601373,641633,648650,590956,625096,661005,667018,704683,678751,650242,679879,680308,666483,644715,672221,655966,680012,652351,645706,656362,668440,643825,637820,634601,632755,629750,634251,686614,690187,672678,678721,648511,641444,644538,628995,651798,654977,667303,674629,728769,719334,638101,636064,628750,612658,624202,624074,690797,680445,626338,626863,642176,649304,635888,642050,663557,668496,645450,660410,653121,662943,645990,641329,608387,615067,654706,664014,666077,652564,667794,667004,692579,687503,680002,678424,640207,641635,636299,613647,679132,683535,694974,677448,655451,659680,647411,664083,639612,649959,654380,641639,615985,616309,673864,701289,657461,675677,666477,675872,673750,662798,586667,558676,636386,676030,633784,615097,641292,663001,664125,635354,627344,634974,649188,641227,651123,658601,638159,660651,653285,647256,652115,626800,631737,650632,664603,636894,631427,670359,676306,629662,631233,617727,630309,637704,635134,553360,534176,596577,603482,650628,678658,633479,626781,618424,609048,537385,522197,637236,668991,524082,517070,582811,609996,598818,623515,654019,657491,693541,698577,683821,702983,686574,673134,681067,692294,654151,694456,696108,671076,663590,662882
71.05,Butanal,22170,17110,20759,22124,18030,16896,21381,21741,19850,19861,20308,19137,17436,19254,20006,18955,16858,22301,19241,16408,19299,18459,17765,21970,19239,18869,17753,18607,17566,16677,17868,18797,21016,18456,19435,17068,18108,19761,18884,18913,17877,19784,18926,20851,18893,21997,16612,20000,17652,18384,17716,20739,17648,18347,17972,16934,18588,18239,19136,16758,18638,18254,16153,19383,22216,15979,16625,16083,16627,17763,17741,18418,20706,20265,17041,19320,21106,21163,20824,21849,19141,18947,18988,19912,18424,20461,19111,19312,18078,19087,19627,19195,18148,19949,17380,16970,17133,18564,17492,17519,19262,19975,17914,18418,18403,20504,18165,18007,17781,19335,18045,18218,18212,18231,17169,17267,19605,20861,19050,16639,15438,19030,18498,15856,16710,18411,17656,17563,17922,18687,18521,18883,19509,19434,19041,18252,17676,17629,16102,15892,16226,18281,20345,17505,18709,18054,15002,17273,15513,17553,17042,18009,15979,17232,17896,17064,16855,18869,16660,18572,16386,17545,18590,17619,16710,19713,16272,16666,16435,14947,14463,16196,18245,17706,17718,17680,19692,17165,17737,18480,18147,16384,16509,17446,16032,15736,16233,17993,17766,16519,15486,15110,15974,17370,19572,17681,17625,17584,16759,16541,16450,17612,16817,16146,17278,17349,17442,18049,17991
72.0453,Aminoacetone,14881,13836,14312,12109,11453,12675,10216,11101,10894,12256,11225,11209,14765,11056,12516,11267,13344,11982,13194,11170,10481,15026,15618,10373,10136,10244,9870,12992,10703,12157,14135,10474,12413,12325,11854,13349,10799,13724,12090,10994,12478,10311,10837,11434,12061,11429,11639,11683,11718,11346,11920,11541,11163,11073,11160,12288,11740,10968,12667,11332,11937,13389,10264,9533,12803,11305,11750,9872,10677,10792,12644,12128,11888,12568,10996,11306,11919,11132,11871,10815,12502,12342,10039,11260,13484,9993,11009,12707,13282,11997,11385,10331,11849,11975,13018,11551,10476,11629,11602,11422,11766,12061,9506,11642,11003,10489,12194,11524,13775,11839,12497,12783,10799,10601,11347,11037,10989,11223,10772,11789,11673,10595,11107,10948,11227,11140,11436,10708,10998,11405,11621,12346,10955,10320,14392,11925,12338,12409,11578,11367,11174,12246,12679,11981,11302,11576,11882,12536,10396,10610,11400,11515,10562,11594,11536,11526,11650,11077,10778,10741,11155,11343,10238,12258,10959,10405,11081,10269,11887,10280,11809,11479,11410,10380,9833,12217,10549,10949,11452,11143,10656,12017,11747,10801,12899,10039,12379,10250,10410,11493,12511,12222,9344,13093,9820,10654,10381,10314,10927,10268,11728,10331,13366,11935,11491,10526,11049,11456,10631
72.993,Glyoxylic acid,24079,21174,20523,19573,21934,19020,19804,18596,21937,21521,19650,20645,20435,19644,20556,19240,20614,18006,18948,20169,20185,19382,21770,20441,21173,18911,19227,19264,17795,18446,19564,18822,22052,21395,19262,20018,18722,20951,19929,20000,19946,18688,20047,20744,21682,19704,19248,20958,21084,21234,17892,22210,20040,19800,18484,17464,17456,19439,19352,21075,19327,18390,19952,18037,19553,19366,17888,17909,18971,19106,20978,19553,21817,21351,19471,21225,18376,17760,20613,19745,20498,21288,20088,19531,21294,21854,18415,20894,20795,22858,20261,22479,21248,20745,18658,22848,21051,18848,20101,20771,21689,18721,20793,20093,18941,17617,19747,19059,20818,22852,19063,20852,21706,19877,17085,23352,21215,23562,19375,17917,20509,19181,20013,20897,19365,18761,20402,17833,20068,20717,19109,21169,20956,19908,20918,19404,22024,17264,18174,18915,21383,23450,18966,18669,22266,20170,23166,16964,19073,18135,16186,20695,20168,18299,18261,18734,17412,17996,20285,17398,18731,18506,19961,16686,17383,19388,17377,19178,17606,18689,18728,20069,23061,18876,19189,18707,19010,19263,18290,18967,19120,18634,19068,17861,19814,18885,17333,19120,18884,15416,20448,19606,18305,21758,18514,18202,19594,18495,20234,19711,17273,19293,20382,19347,18632,20320,20350,21266,21357
73.0293,C3:0 (Propionic acid),75704,78309,77025,79528,77346,65101,73047,80397,69509,72108,66865,75806,70554,71972,72829,66624,72470,73543,75026,80889,71425,71834,72458,75181,71077,76847,74296,73766,74312,70923,73664,75021,69827,75486,67150,70050,68069,66182,72369,71443,69506,68624,74448,74374,84244,79587,73159,74805,74355,70733,72295,73801,74161,73085,67794,71810,75195,76914,73038,71663,68200,75899,72087,71811,71997,74367,73984,76835,66618,67193,72387,71057,70443,71119,67191,76177,80333,77268,68219,73566,70228,74329,67834,74899,71058,75953,69808,73437,69808,70763,71748,70843,70021,81567,68235,68729,65831,69437,69319,72042,68053,70085,72047,73182,74064,75283,76219,72431,73064,77416,67077,70517,68002,73454,69871,63592,71627,67990,74703,75800,74237,69761,78476,74694,69016,66945,73053,71085,68983,71579,73134,71239,68188,70110,73797,71813,74449,72701,70731,69634,78173,76623,70512,68890,68015,75554,76565,68453,69371,70734,67625,70221,71833,70291,68950,74561,69414,72085,70628,66114,69705,72442,65274,67039,75424,64857,70369,67204,70479,67520,69254,71603,74795,66781,65897,65492,66293,66314,72908,62764,67619,70202,69440,61040,69178,68070,71067,60353,66860,70715,68633,65341,72512,75630,73177,75563,73732,73409,81107,71054,71219,67024,70066,69999,76542,71729,70486,68287,75388
74.0246,Glycine,74383,72083,71017,72102,73850,67895,69368,78711,75191,76393,69829,72807,66809,70886,69362,69973,66968,66873,73662,74916,74136,66855,72744,66437,70025,68136,67215,69651,73002,70932,71104,66569,70569,68766,63781,68761,74151,80229,64192,64528,67987,69649,71059,67988,83809,81834,74136,75120,73689,71868,71252,81867,80320,74149,73501,65379,71928,70567,68353,66537,71133,71779,78306,76689,75602,73049,71467,74243,62267,67678,72379,69642,67538,67688,72295,70226,80332,76700,71338,73716,70139,69768,71174,76087,66823,71967,74226,76933,66922,75744,70088,71977,76698,81968,66895,66763,74251,73154,72895,69020,62518,60982,70043,69488,64167,67868,69526,67452,66053,68111,76620,72181,72293,70844,67770,68299,63778,68095,74740,72372,73409,73401,71487,74378,64098,69779,76530,73331,66161,62939,70457,71131,64411,65825,77118,67921,70658,66809,67228,71393,72572,67895,72327,72520,69311,69184,65345,69901,73240,66844,66991,62175,64685,68038,69703,58702,66086,62513,64226,67397,66208,67664,63987,72349,74264,67867,63842,64061,69374,68618,71804,65571,73645,63301,64011,61215,67674,71820,65638,71220,71252,73399,70005,70178,66500,71669,66647,68951,66345,65476,70294,62132,63727,70985,74572,67918,69558,70435,71079,69779,75309,77994,77748,67339,68042,69938,68120,69568,63186
75.0087,Glycolate,72128,68601,76390,75128,64180,61806,75380,83868,65030,71067,66559,68241,67211,69755,66604,63965,63566,68621,72231,70512,64579,63694,66776,63512,69035,67472,58027,63817,65589,57046,70714,74365,70839,72440,67701,63418,65670,69051,63212,67717,70692,77489,79689,70889,80708,82270,65301,72172,73177,70934,63792,64039,71821,74409,60982,66354,67262,66038,64733,74423,63022,62592,71993,72400,81922,78716,69872,76812,63448,66736,75498,76749,73979,77235,79186,73092,78889,78770,71656,66731,72351,70678,75091,70542,75149,72763,61672,64705,69029,71788,74489,73234,83549,82291,72867,68832,68051,68792,70355,64875,65837,68260,69487,71850,73377,71602,67556,67026,78694,81430,73690,77475,72575,79983,62105,61564,70833,71270,72184,70689,62849,59718,69012,72225,66763,71103,69458,64087,64389,59322,75893,77578,64369,65338,72292,69236,73946,68249,68894,61486,70591,63268,65317,65506,62563,69802,69997,58140,61489,64885,68531,57365,63813,64669,62056,63392,70166,59793,55958,68739,68684,66449,65368,65377,72980,67069,64117,63692,61070,61501,59013,69633,74048,55796,58298,62871,65516,68406,71105,65105,67962,58091,62848,53909,60555,67094,66255,59311,59145,65243,62014,59631,62571,66518,63654,66578,63684,64939,70311,69527,75102,66973,64653,63703,61143,61754,68446,56810,63275
77.0063,DMSO,13690,13617,15017,15844,15159,14399,12250,11514,12888,14086,10868,13167,12184,12395,12364,11722,14067,12542,14071,12316,15359,11833,10819,12047,11841,12316,13848,12226,13458,14629,10698,12155,12862,11943,13056,14559,13476,12582,12083,12325,13284,11478,10755,11410,13346,12691,13505,12917,13418,14031,11471,10909,12343,11564,12374,11641,11034,11748,14516,11555,12509,10817,12512,11968,12806,12831,10955,10815,12447,12988,11963,11794,11799,10192,12249,12894,12620,11753,12181,12734,11575,11977,12109,11021,13083,11969,12528,12236,10806,12273,12570,11097,12094,12205,11492,13888,12038,11728,13289,10019,11295,12914,12587,11777,14923,12198,12830,13183,11969,12493,12970,11944,12161,11726,12502,12592,12444,12103,12888,12886,11883,12997,12515,11307,12206,12959,11550,11643,11074,10913,10839,10584,12788,12003,13948,13733,12559,11465,12103,12794,10939,10336,11455,12762,12419,12039,12353,11162,11580,11504,11357,11128,12207,10593,12811,11347,11561,12540,10706,11147,13521,11212,10625,12156,10839,12330,11311,11925,11064,12592,11112,10193,10781,11730,13057,12526,11137,11687,11904,11677,12116,10960,10755,11614,11106,12404,14380,11430,12012,12027,13471,10381,11845,13338,12210,10113,12117,11802,13599,11271,10372,12914,10889,10598,12267,13303,11118,12447,11866
79.9571,Hydrogen sulfite,506909,516100,399544,404606,399679,393022,406247,424752,396509,404986,425074,441616,413980,421676,407908,409294,396311,378370,377917,372225,365549,375741,402621,389528,393513,409521,388131,371544,363309,356538,377678,403718,417084,428241,395726,394734,390012,399845,386151,397123,413182,424471,423445,442748,422956,396951,408926,415965,424374,438076,391368,384406,414476,418557,418106,392296,375584,387586,380318,398440,394654,403801,418536,421942,433596,403575,388037,390440,414055,419770,419147,441304,457994,432981,450950,457931,407980,395591,414435,427573,438484,451439,447565,469755,431715,437153,436274,441806,490227,490791,516183,516353,468969,478957,482466,466922,435159,414275,462013,463244,443386,445098,419703,408440,419919,425153,477450,462292,436498,444051,413459,399653,438355,432793,439459,428056,407759,415887,408656,421659,386259,388460,422416,442030,423894,444894,400706,396716,408175,428799,400686,414328,418854,432211,431558,423526,408572,405843,438245,408191,442690,462571,412989,421564,476068,452467,443000,399703,387208,432180,438109,429885,417203,405368,390538,399632,409549,399215,397040,399731,400267,415044,426850,426330,419870,408967,398050,423823,422967,406180,403980,410619,404435,426984,446863,440834,441338,422433,424508,420902,410676,407206,414864,432219,415780,389435,372623,395731,424508,420452,447342,465974,462673,459643,453540,436556,415115,448991,439771,443033,449945,447178,433508,435720,402630,422786,409083,408515,430738
80.9649,Sulfurous acid,75594,74780,65993,68387,75067,71384,70417,70813,64600,67275,70157,71762,73075,68355,74100,79516,70083,61314,66308,66201,76396,77269,69105,70530,70477,69737,84117,82307,77777,76081,76283,72932,80810,74488,64334,63716,68011,68809,68828,68019,66803,74005,69501,77040,78771,72846,70753,65470,68342,71097,81226,80781,74856,69467,65571,67849,67483,65545,62780,71521,82535,82381,71688,75266,73605,68871,70251,76367,70904,66371,71264,71505,74396,74758,76142,71103,71919,63255,67231,72903,72579,68937,70254,78770,71496,66527,85943,89255,77427,71047,78915,79654,77066,78632,69162,71603,81955,83133,79357,77109,78249,76955,72887,64221,72030,74041,77163,74710,75459,75108,62364,70392,71746,71641,80580,74426,73423,68207,69168,69863,81271,78948,74503,73352,71010,72041,81410,80517,76173,69472,66633,67525,76125,74277,70147,71696,65318,74439,69177,69985,78003,79889,74776,80407,84102,81093,79396,77600,76670,73822,74057,94500,96810,76298,68431,75699,69778,82747,87560,75546,68899,69211,68176,81593,95822,79102,72122,75214,70640,80215,82311,73867,75401,73067,74759,70177,71830,72107,67798,70801,67514,82127,93051,73974,71578,67361,61826,66663,77523,75760,76391,76666,75164,72874,72972,70870,73745,79947,70188,77584,80813,73499,81111,74880,71526,70343,68574,80836,85980
81.0345,2-Methylfuran,15690,17632,16802,17086,16385,15931,15150,16674,17840,16459,15504,15368,15392,18137,17828,15854,15741,15894,14025,16772,15308,15417,15073,14459,15784,15518,15001,15054,17098,13949,14493,16215,16729,14909,17250,17905,16064,15486,14967,17142,14186,14653,15929,14830,16131,15180,16277,15741,15527,15388,15722,15273,16810,14804,15000,15834,18727,15474,17470,14590,16336,13608,16454,14292,16224,14259,16452,14308,15834,13764,14906,16071,15188,14898,17648,16684,15430,16479,15515,15185,15258,15498,15464,15812,15466,16336,15715,16170,15408,14076,14881,17031,14516,15211,15275,17486,17114,15400,17951,16887,15982,15362,16187,16693,15371,14979,15388,14588,16274,15314,13590,17405,14577,14533,15814,15637,15833,16377,16810,15194,15584,16331,17427,15018,16735,17224,15837,14550,15746,15664,14379,14719,16687,15297,15633,13917,17542,14780,15791,13113,15174,16646,14668,14092,16723,16239,16849,14891,16754,16280,17293,16063,15596,15620,16591,14570,15795,14838,14554,13740,15706,14893,16287,14486,15319,15670,16501,13756,14560,14041,16160,15778,18120,14285,13964,15292,15840,15612,15929,17217,14669,18612,15451,16491,14603,16369,16167,14140,15512,12986,15289,14823,14292,16186,15828,16162,16563,14351,15469,15922,15490,16219,16215,17007,18323,15053,16465,15836,14924
81.0458,Fomepizole,15950,15412,14404,15465,17607,16562,13378,14750,13523,14220,15177,13404,13101,14448,17429,14175,14024,15385,14211,15518,13696,15139,13760,14260,15969,15210,15198,15435,16656,14464,16492,14828,13600,18812,15406,16532,15372,14536,13604,13509,14528,13204,14080,15894,14019,14218,14725,14673,14721,14547,15919,15179,15192,14369,14997,14248,13543,14967,14732,14388,16281,16008,14806,15494,16368,14462,14797,14082,15674,14521,14507,16903,14476,14720,16362,13334,16854,14295,15055,15428,14839,14057,15523,13910,14022,18123,15244,15006,15498,16116,15228,15843,14690,14161,14417,15199,14192,15539,16646,16057,15809,16342,13634,16628,14152,14080,15752,14221,15310,15536,14699,16383,15040,14726,13416,14546,13633,15584,15144,17750,15061,14600,14437,14528,13918,13656,14816,14600,14866,13787,14248,14830,13559,13714,15841,16902,13905,14157,15586,15494,12971,15803,14089,14399,16111,14390,15659,16262,16224,14184,16515,15149,16618,15010,14512,14807,15816,15681,15350,16945,13598,15849,16266,16454,14596,14061,16029,13599,16162,14457,15378,15048,14426,12879,15623,14294,15740,14069,16870,14710,15764,15294,14215,15396,14681,14567,15500,16909,17537,13837,16778,16580,15320,17123,17439,14970,15992,16322,14336,14914,14341,16293,15169,15541,14136,13785,14861,17141,14516
83.0137,Hydroxybutynal,55078,54001,54600,56430,51796,54997,54238,54684,49761,50508,55569,51500,52608,50207,52268,50115,56787,54620,48636,49598,47826,50879,45844,52636,48064,50292,52336,59082,51362,54035,50483,50189,48119,50335,53751,51746,47855,47026,49246,51823,47317,48269,52023,50040,57131,53695,51466,52073,55417,49648,52670,51577,50727,49011,57229,52722,49905,53123,49666,48399,50189,47507,49461,53935,50793,48790,46782,50854,48081,48313,51344,51102,51031,51909,52956,54596,51745,51150,46648,50914,45116,51433,49588,49913,52999,54999,51710,46542,50868,49636,45867,49736,48738,50194,49609,51422,51457,50353,47133,49766,48806,50453,55557,52394,47002,49286,53948,51454,53749,53319,50231,51915,48626,47326,50347,51292,49674,51898,52411,54575,49210,49160,52026,51706,52874,46410,49974,45035,49134,50045,52144,52664,48770,55796,50787,48426,50687,54800,47145,49409,57408,51672,50600,54158,54119,51118,50943,48424,52100,53004,51206,54021,51099,52713,52357,50228,55638,49779,51462,49944,50163,51372,52202,49818,49795,49399,48578,49398,48655,49175,48864,52340,52127,48836,47552,49315,54403,51029,51786,48137,51801,48025,47808,47886,43427,51382,53553,45053,44589,51330,47211,49627,47692,52334,55782,56726,53168,52506,53479,54372,51756,50057,57082,51245,52453,58721,51606,51177,51817
83.0251,Imidazolone,25388,25163,23572,24520,26974,25895,23616,26333,25075,24889,25028,23033,23446,25615,24751,22834,21807,23138,26034,28665,25446,21653,25481,24965,25544,25012,24589,25247,24701,29584,27730,25566,25833,23830,26551,27627,25924,25457,27156,25963,25613,25020,28712,26941,25657,23271,26302,26657,29139,27635,29066,23454,26295,26098,24734,26185,26633,25992,25849,25780,24086,26045,26567,25233,26749,26182,24107,23317,25558,25951,23329,26922,24014,22640,25042,26530,24372,22240,24441,24948,24834,26233,26289,25942,23114,23341,25731,25272,27474,25198,26429,27729,23279,25211,25182,28496,23115,23123,26063,28697,25387,25036,26441,27617,25569,24624,25870,26871,27304,25021,22143,25121,24831,25787,25197,26713,27316,26307,26300,25734,25131,24685,25120,27385,25745,27410,25328,23667,25098,28263,24943,26413,27494,25646,26631,23917,25631,24037,27348,28130,30343,24876,26495,26702,29746,25928,27293,24447,24877,25767,27972,24834,29181,25267,25172,27602,26186,26563,27170,26700,29638,27156,29980,24546,24480,26086,27040,25859,29038,25617,25488,25548,28048,27327,28083,28353,25238,27883,27750,24275,24542,24837,26712,25344,26564,26738,23942,28663,26040,28574,29144,27847,29626,28215,26465,27456,27127,29231,26601,26520,27265,24546,29209,29269,24270,27360,26980,32275,25854
83.05,Methyl propenyl ketone,15413,17865,16528,17678,14086,17026,12628,16875,16948,14996,15129,15598,19213,13905,14803,15674,17126,14619,17818,15267,15249,16047,16098,14813,15165,13424,15338,13359,16795,15812,16313,14821,16435,15202,16659,13319,14793,15316,17714,14958,14692,16055,15793,17850,14667,17540,16554,15135,15911,16356,13243,14311,16493,14633,15519,14439,16156,15278,17977,13554,14854,13848,15890,17025,15368,15004,15014,14725,14222,15972,15439,14587,14418,15595,15877,15444,12730,16074,12873,16059,17269,16787,12834,16180,13656,15008,15550,13240,15431,15148,15706,14198,16147,16714,13903,15405,15321,15802,16136,12566,15383,13517,15792,15770,14369,15481,14132,14839,16438,17466,15187,14178,13625,14892,15217,13794,15035,17898,17469,14100,13624,15550,15049,15719,15975,13857,13870,14949,15306,14962,15065,15388,15838,14397,15665,14115,12989,14432,13260,15749,15479,14200,14912,15521,14799,13395,13583,13887,15503,13671,16466,14487,14418,15984,20930,15619,16243,15025,15877,14119,16439,15115,15907,13629,14667,16837,16046,15623,14798,15435,15055,15963,14874,16430,14962,16819,14637,16616,13929,13296,14016,13763,13594,14888,14453,17878,15967,14330,15793,16481,13563,14370,13525,18042,15641,16477,14638,15149,15319,15103,14829,15922,16262,13924,14213,15306,16813,14909,12610
